"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Kemp K.; Humbert M.","Kemp, Kristina (35102606200); Humbert, Marc (55382766900)","35102606200; 55382766900","Medical treatment of pulmonary arterial hypertension: Endothelin receptor antagonists","2009","Pulmonary Hypertension","","","","355","366","11","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953015606&partnerID=40&md5=b7ee7e9e7d514c12287b154eb184c000","Book chapter","Final","","Scopus","2-s2.0-79953015606"
"McLaughlin V.; Humbert M.; Coghlan G.; Nash P.; Steen V.","McLaughlin, V. (7003932904); Humbert, M. (55382766900); Coghlan, G. (23666861000); Nash, P. (8548178700); Steen, V. (7005011211)","7003932904; 55382766900; 23666861000; 8548178700; 7005011211","Pulmonary arterial hypertension: the most devastating vascular complication of systemic sclerosis.","2009","Rheumatology (Oxford, England)","48 Suppl 3","","","iii25","31","6","59","10.1093/rheumatology/kep107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649660069&doi=10.1093%2frheumatology%2fkep107&partnerID=40&md5=ea802fc477e07bbfd764e8876b0d123c","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-67649660069"
"Montani D.; Achouh L.; Sitbon O.; Simonneau G.; Humbert M.","Montani, David (23392928800); Achouh, Lara (25122201800); Sitbon, Olivier (55785611900); Simonneau, Gérald (57203200946); Humbert, Marc (55382766900)","23392928800; 25122201800; 55785611900; 57203200946; 55382766900","Pulmonary venoocclusive disease and failure of specific therapy","2009","Chest","136","4","","1181","","","8","10.1378/chest.09-0455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350094547&doi=10.1378%2fchest.09-0455&partnerID=40&md5=d04b09690e17d5c5219b4f68db650e8b","Letter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-70350094547"
"Dos Santos Fernandes C.J.C.; Jardim C.V.P.; Hovnanian A.; Hoette S.; Dias B.A.; Souza S.; Humbert M.; Souza R.","Dos Santos Fernandes, Caio Julio Cesar (36909877800); Jardim, Carlos Vianna Poyares (8703023000); Hovnanian, Andre (24734019000); Hoette, Susana (35435055100); Dias, Bruno Arantes (24553710900); Souza, Silvia (57197441132); Humbert, Marc (55382766900); Souza, Rogerio (8703023400)","36909877800; 8703023000; 24734019000; 35435055100; 24553710900; 57197441132; 55382766900; 8703023400","Survival in schistosomiasis-associated pulmonary arterial hypertension","2010","Journal of the American College of Cardiology","56","9","","715","720","5","60","10.1016/j.jacc.2010.03.065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955906555&doi=10.1016%2fj.jacc.2010.03.065&partnerID=40&md5=2f6bea84022f58f5b070e3e1b259f86c","Article","Final","","Scopus","2-s2.0-77955906555"
"Terrier B.; Tamby M.C.; Camoin L.; Guilpain P.; Bérezné A.; Tamas N.; Broussard C.; Hotellier F.; Humbert M.; Simonneau G.; Guillevin L.; Mouthon L.","Terrier, B. (13105294700); Tamby, M.C. (6508213627); Camoin, L. (7003928628); Guilpain, P. (8788769500); Bérezné, A. (13607129800); Tamas, N. (22136510000); Broussard, C. (22133859100); Hotellier, F. (57215700916); Humbert, M. (55382766900); Simonneau, G. (57203200946); Guillevin, L. (57203032265); Mouthon, L. (7005610056)","13105294700; 6508213627; 7003928628; 8788769500; 13607129800; 22136510000; 22133859100; 57215700916; 55382766900; 57203200946; 57203032265; 7005610056","Antifibroblast antibodies from systemic sclerosis patients bind to α-enolase and are associated with interstitial lung disease","2010","Annals of the Rheumatic Diseases","69","2","","428","433","5","49","10.1136/ard.2008.104299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749087630&doi=10.1136%2fard.2008.104299&partnerID=40&md5=32ac569b3a484c57a6ad00f411b5c303","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-75749087630"
"Montani D.; Chaumais M.-C.; Savale L.; Natali D.; Price L.C.; Jaïs X.; Humbert M.; Simonneau G.; Sitbon O.","Montani, David (23392928800); Chaumais, Marie-Camille (23476472300); Savale, Laurent (35410452900); Natali, Delphine (25642831100); Price, Laura C. (15019745300); Jaïs, Xavier (8512908600); Humbert, Marc (55382766900); Simonneau, Gérald (57203200946); Sitbon, Olivier (55785611900)","23392928800; 23476472300; 35410452900; 25642831100; 15019745300; 8512908600; 55382766900; 57203200946; 55785611900","Phosphodiesterase type 5 inhibitors in pulmonary arterial hypertension","2009","Advances in Therapy","26","9","","813","825","12","106","10.1007/s12325-009-0064-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76749132472&doi=10.1007%2fs12325-009-0064-z&partnerID=40&md5=47d6bbb2317a4a20ca5e6a2a9a904b98","Review","Final","","Scopus","2-s2.0-76749132472"
"Le Pavec J.; Humbert M.; Mouthon L.; Hassoun P.M.","Le Pavec, Jérôme (23668178800); Humbert, Marc (55382766900); Mouthon, Luc (7005610056); Hassoun, Paul M. (7003614870)","23668178800; 55382766900; 7005610056; 7003614870","Systemic sclerosis-associated pulmonary arterial hypertension","2010","American Journal of Respiratory and Critical Care Medicine","181","12","","1285","1293","8","97","10.1164/rccm.200909-1331PP","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954502540&doi=10.1164%2frccm.200909-1331PP&partnerID=40&md5=735805af105739897b40f062f4402f88","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-77954502540"
"Montani D.; O'Callaghan D.S.; Jaïs X.; Savale L.; Natali D.; Redzepi A.; Hoette S.; Parent F.; Sitbon O.; Simonneau G.; Humbert M.","Montani, D. (23392928800); O'Callaghan, D.S. (7103410222); Jaïs, X. (8512908600); Savale, L. (35410452900); Natali, D. (25642831100); Redzepi, A. (37012250500); Hoette, S. (35435055100); Parent, F. (35426138900); Sitbon, O. (55785611900); Simonneau, G. (57203200946); Humbert, M. (55382766900)","23392928800; 7103410222; 8512908600; 35410452900; 25642831100; 37012250500; 35435055100; 35426138900; 55785611900; 57203200946; 55382766900","Implementing the ESC/ERS pulmonary hypertension guidelines: Real-life cases from a national referral centre","2009","European Respiratory Review","18","114","","272","290","18","34","10.1183/09059180.00005909","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449092874&doi=10.1183%2f09059180.00005909&partnerID=40&md5=51881b92e90c0863e86aad1523f9ea81","Review","Final","","Scopus","2-s2.0-73449092874"
"Ghofrani H.A.; Barst R.J.; Benza R.L.; Champion H.C.; Fagan K.A.; Grimminger F.; Humbert M.; Simonneau G.; Stewart D.J.; Ventura C.; Rubin L.J.","Ghofrani, Hossein A. (35547709200); Barst, Robyn J. (7006711094); Benza, Raymond L. (7004568891); Champion, Hunter C. (7102210751); Fagan, Karen A. (35597896500); Grimminger, Friedrich (22734303600); Humbert, Marc (55382766900); Simonneau, Gérald (57203200946); Stewart, Duncan J. (55613413700); Ventura, Carlo (7101926219); Rubin, Lewis J. (7201363099)","35547709200; 7006711094; 7004568891; 7102210751; 35597896500; 22734303600; 55382766900; 57203200946; 55613413700; 7101926219; 7201363099","Future Perspectives for the Treatment of Pulmonary Arterial Hypertension","2009","Journal of the American College of Cardiology","54","1 SUPPL. 1","","S108","S117","9","58","10.1016/j.jacc.2009.04.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649849917&doi=10.1016%2fj.jacc.2009.04.014&partnerID=40&md5=403bd48f07d75c2ba5429cbe4657380f","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-67649849917"
"Chemla D.; Castelain V.; Provencher S.; Humbert M.; Simonneau G.; Hervé P.","Chemla, Denis (12445367600); Castelain, Vincent (6603404128); Provencher, Steeve (8513665400); Humbert, Marc (55382766900); Simonneau, Gérald (57203200946); Hervé, Philippe (55415066800)","12445367600; 6603404128; 8513665400; 55382766900; 57203200946; 55415066800","Evaluation of various empirical formulas for estimating mean pulmonary artery pressure by using systolic pulmonary artery pressure in adults","2009","Chest","135","3","","760","768","8","101","10.1378/chest.08-0904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62149087798&doi=10.1378%2fchest.08-0904&partnerID=40&md5=f073919a6f393df2b661ae006b69e848","Article","Final","","Scopus","2-s2.0-62149087798"
"Guignabert C.; Tu L.; Izikki M.; Dewachter L.; Zadigue P.; Humbert M.; Adnot S.; Fadel E.; Eddahibi S.","Guignabert, Christophe (23396499300); Tu, Ly (23006846000); Izikki, Mohamed (14010468300); Dewachter, Laurence (16300958900); Zadigue, Patricia (8567379400); Humbert, Marc (55382766900); Adnot, Serge (54789512000); Fadel, Elie (7004922328); Eddahibi, Saadia (7004141938)","23396499300; 23006846000; 14010468300; 16300958900; 8567379400; 55382766900; 54789512000; 7004922328; 7004141938","Dichloroacetate treatment partially regresses established pulmonary hypertension in mice with SM22α-targeted overexpression of the serotonin transporter","2009","FASEB Journal","23","12","","4135","4147","12","81","10.1096/fj.09-131664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72749086606&doi=10.1096%2ffj.09-131664&partnerID=40&md5=6ab9ff1bc87740bdc95ca4b8d5ac1d3d","Article","Final","","Scopus","2-s2.0-72749086606"
"Jaïs X.; Price L.C.; Parent F.; Humbert M.","Jaïs, Xavier (8512908600); Price, Laura Claire (15019745300); Parent, Florence (35426138900); Humbert, Marc (55382766900)","8512908600; 15019745300; 35426138900; 55382766900","Pulmonary arterial hypertension and pregnancy","2009","Pulmonary Hypertension","","","","422","433","11","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132928583&partnerID=40&md5=840e69096cd12a3852648eb4bac76238","Book chapter","Final","","Scopus","2-s2.0-85132928583"
"Humbert M.; Naeije R.; Chabot F.","Humbert, M. (55382766900); Naeije, R. (7004992851); Chabot, F. (56275056000)","55382766900; 7004992851; 56275056000","Pulmonary arterial hypertension and liver diseases; [HTAP et maladies hépatiques]","2009","Revue des Maladies Respiratoires Actualites","1","3","","175","178","3","0","10.1016/S1877-1203(09)72468-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73249148336&doi=10.1016%2fS1877-1203%2809%2972468-1&partnerID=40&md5=bece122e8381a7b2c76cd4d17b8d2492","Article","Final","","Scopus","2-s2.0-73249148336"
"Cottin V.; Frachon I.; Humbert M.","Cottin, V. (7004305225); Frachon, I. (6603161850); Humbert, M. (55382766900)","7004305225; 6603161850; 55382766900","Diagnostic algorithm. How do I reason opposite a pulmonary arterial hypertension?; [Algorithme diagnostique. Comment je raisonne devant une HTAP ?]","2009","Revue des Maladies Respiratoires Actualites","1","3","","211","212","1","0","10.1016/S1877-1203(09)72478-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73249148731&doi=10.1016%2fS1877-1203%2809%2972478-4&partnerID=40&md5=a1ede20a0c3dc3c23ec0bd4144e9610d","Article","Final","","Scopus","2-s2.0-73249148731"
"Hachulla E.; Launay D.; Clerson P.; Humbert M.","Hachulla, Eric (35377410100); Launay, David (7003913326); Clerson, Pierre (55883478200); Humbert, Marc (55382766900)","35377410100; 7003913326; 55883478200; 55382766900","Response","2010","Chest","138","2","","462","463","1","0","10.1378/chest.10-0799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955372110&doi=10.1378%2fchest.10-0799&partnerID=40&md5=7e685a3c8086187278a3aeb03dbbe620","Letter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77955372110"
"Sanchez O.; Humbert M.; Sitbon O.; Jais X.; Simonneau G.","Sanchez, O. (8740579500); Humbert, M. (55382766900); Sitbon, O. (55785611900); Jais, X. (8512908600); Simonneau, G. (57203200946)","8740579500; 55382766900; 55785611900; 8512908600; 57203200946","Guidelines for the diagnosis and treatment of pulmonary hypertension; [Diagnostic et prise en charge de l'hypertension pulmonaire en 2009. Commentaires sur les nouvelles recommandations de l'European Society of Cardiology (ESC) et de l'European Respiratory Society (ERS)]","2010","Revue des Maladies Respiratoires","27","2","","141","150","9","11","10.1016/j.rmr.2009.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949541316&doi=10.1016%2fj.rmr.2009.11.013&partnerID=40&md5=43ba01596425ddac4cecec0f6ee61a7e","Review","Final","","Scopus","2-s2.0-77949541316"
"Huscher D.; Pittrow D.; Distler O.; Denton C.P.; Foeldvari I.; Humbert M.; Matucci-Cerinic M.; Kowal-Bielecka O.; Avouac J.; Behrens F.; Nash P.; Opitz C.F.; Rubin L.J.; Seibold J.R.; Strand V.; Furst D.E.","Huscher, Doerte (55393013000); Pittrow, David (7003467039); Distler, Oliver (7003679934); Denton, Christopher P. (7006031021); Foeldvari, Ivan (7003776106); Humbert, Marc (55382766900); Matucci-Cerinic, Marco (7005642558); Kowal-Bielecka, Otylia (8538884500); Avouac, Jerome (23995253600); Behrens, Frank (35408562900); Nash, Peter (8548178700); Opitz, Christian F. (7005440761); Rubin, Lewis J. (7201363099); Seibold, James R. (7006621337); Strand, Vibeke (57203029136); Furst, Daniel E. (7102326195)","55393013000; 7003467039; 7003679934; 7006031021; 7003776106; 55382766900; 7005642558; 8538884500; 23995253600; 35408562900; 8548178700; 7005440761; 7201363099; 7006621337; 57203029136; 7102326195","Interactions between rheumatologists and cardio-/pulmonologists in the assessment and use of outcome measures in pulmonary arterial hypertension related to systemic sclerosis","2010","Clinical and Experimental Rheumatology","28","2 SUPPL. 58","","S47","S52","5","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956642407&partnerID=40&md5=691263db49bc53a20954fa0f19c817dd","Article","Final","","Scopus","2-s2.0-77956642407"
"Sztrymf B.; Humbert M.","Sztrymf, Benjamin (6508212379); Humbert, Marc (55382766900)","6508212379; 55382766900","Practical management of pulmonary arterial hypertension in the intensive care unit","2009","Pulmonary Hypertension","","","","455","461","6","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928013319&partnerID=40&md5=7b16ebb883ab14e4f3937ce8f31437ea","Book chapter","Final","","Scopus","2-s2.0-84928013319"
"Dartevelle P.G.; Fadel E.; Mussot S.; Fabre D.; Mercier O.; Humbert M.; Simonneau G.R.","Dartevelle, Philippe G. (35460163100); Fadel, Elie (7004922328); Mussot, Sacha (6602323217); Fabre, Dominique (7006902833); Mercier, Olaf (23971364900); Humbert, Marc (55382766900); Simonneau, Gé Rald (57203200946)","35460163100; 7004922328; 6602323217; 7006902833; 23971364900; 55382766900; 57203200946","Surgical management of pulmonary hypertension","2009","Pulmonary Hypertension","","","","401","411","10","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132942958&partnerID=40&md5=3e32d4e343d82a61a1c5f819a42c33f4","Book chapter","Final","","Scopus","2-s2.0-85132942958"
"Humbert M.; McLaughlin V.V.","Humbert, Marc (55382766900); McLaughlin, Vallerie V. (7003932904)","55382766900; 7003932904","The 4th World Symposium on Pulmonary Hypertension","2009","Journal of the American College of Cardiology","54","1 SUPPL. 1","","S1","S2","1","48","10.1016/j.jacc.2009.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649657743&doi=10.1016%2fj.jacc.2009.04.013&partnerID=40&md5=cd5b5945be2485b192a1e1726e07e07b","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-67649657743"
"Montani D.; O'Callaghan D.S.; Savale L.; Jaïs X.; Yaïci A.; Maitre S.; Dorfmuller P.; Sitbon O.; Simonneau G.; Humbert M.","Montani, David (23392928800); O'Callaghan, Dermot S. (7103410222); Savale, Laurent (35410452900); Jaïs, Xavier (8512908600); Yaïci, Azzedine (23669481000); Maitre, Sophie (6701858383); Dorfmuller, Peter (55881144800); Sitbon, Olivier (55785611900); Simonneau, Gérald (57203200946); Humbert, Marc (55382766900)","23392928800; 7103410222; 35410452900; 8512908600; 23669481000; 6701858383; 55881144800; 55785611900; 57203200946; 55382766900","Pulmonary veno-occlusive disease: Recent progress and current challenges","2010","Respiratory Medicine","104","SUPPL. 1","","S23","S32","9","87","10.1016/j.rmed.2010.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953263721&doi=10.1016%2fj.rmed.2010.03.014&partnerID=40&md5=be301229da16afa6ff86fe5dc9af6f4d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77953263721"
"Degano B.; Sitbon O.; Savale L.; Garcia G.; O'Callaghan D.S.; Jaïs X.; Humbert M.; Simonneau G.","Degano, Bruno (6603321564); Sitbon, Olivier (55785611900); Savale, Laurent (35410452900); Garcia, Gilles (7202755259); O'Callaghan, Dermot S. (7103410222); Jaïs, Xavier (8512908600); Humbert, Marc (55382766900); Simonneau, Gérald (57203200946)","6603321564; 55785611900; 35410452900; 7202755259; 7103410222; 8512908600; 55382766900; 57203200946","Characterization of pulmonary arterial hypertension patients walking more than 450 m in 6 min at diagnosis","2010","Chest","137","6","","1297","1303","6","46","10.1378/chest.09-2060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953302856&doi=10.1378%2fchest.09-2060&partnerID=40&md5=40144e1dbbdaab6f0ad401c168d564dc","Article","Final","","Scopus","2-s2.0-77953302856"
"Le Pavec J.; Humbert M.","Le Pavec, Jerome (23668178800); Humbert, Marc (55382766900)","23668178800; 55382766900","Idiopathic, familial, and anorexigen-associated pulmonary arterial hypertension","2009","Pulmonary Hypertension","","","","150","160","10","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116955710&partnerID=40&md5=adb9f5f15d6188068a8c1bb6a363fd9b","Book chapter","Final","","Scopus","2-s2.0-85116955710"
"Wipff J.; Dieudé P.; Guedj M.; Ruiz B.; Riemekasten G.; Cracowski J.L.; Matucci-Cerinic M.; Melchers I.; Humbert M.; Hachulla E.; Airo P.; Diot E.; Hunzelmann N.; Caramaschi P.; Sibilia J.; Valentini G.; Tiev K.; Girerd B.; Mouthon L.; Riccieri V.; Carpentier P.H.; Distler J.; Amoura Z.; Tarner I.; Degano B.; Avouac J.; Meyer O.; Kahan A.; Boileau C.; Allanore Y.","Wipff, J. (23029201600); Dieudé, P. (56206750400); Guedj, M. (16241329100); Ruiz, B. (25641775300); Riemekasten, G. (57203073213); Cracowski, J.L. (7005878536); Matucci-Cerinic, M. (7005642558); Melchers, I. (57202772011); Humbert, M. (55382766900); Hachulla, E. (35377410100); Airo, P. (7003811242); Diot, E. (7004393217); Hunzelmann, N. (24474793400); Caramaschi, P. (35375354000); Sibilia, J. (7006703279); Valentini, G. (7102929864); Tiev, K. (10040839700); Girerd, B. (16024628200); Mouthon, L. (7005610056); Riccieri, V. (7003568453); Carpentier, P.H. (7102669043); Distler, J. (7005411651); Amoura, Z. (7006806078); Tarner, I. (6602322028); Degano, B. (6603321564); Avouac, J. (23995253600); Meyer, O. (57195930222); Kahan, A. (58397725900); Boileau, C. (57203196621); Allanore, Y. (7003519327)","23029201600; 56206750400; 16241329100; 25641775300; 57203073213; 7005878536; 7005642558; 57202772011; 55382766900; 35377410100; 7003811242; 7004393217; 24474793400; 35375354000; 7006703279; 7102929864; 10040839700; 16024628200; 7005610056; 7003568453; 7102669043; 7005411651; 7006806078; 6602322028; 6603321564; 23995253600; 57195930222; 58397725900; 57203196621; 7003519327","Association of a KCNA5 gene polymorphism with systemic sclerosis-associated pulmonary arterial hypertension in the European Caucasian population","2010","Arthritis and Rheumatism","62","10","","3093","3100","7","52","10.1002/art.27607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957663155&doi=10.1002%2fart.27607&partnerID=40&md5=bcf4a52d65afe45d790b854c1839142e","Article","Final","","Scopus","2-s2.0-77957663155"
"Hassoun P.M.; Mouthon L.; Barberà J.A.; Eddahibi S.; Flores S.C.; Grimminger F.; Jones P.L.; Maitland M.L.; Michelakis E.D.; Morrell N.W.; Newman J.H.; Rabinovitch M.; Schermuly R.; Stenmark K.R.; Voelkel N.F.; Yuan J.X.-J.; Humbert M.","Hassoun, Paul M. (7003614870); Mouthon, Luc (7005610056); Barberà, Joan A. (7102961833); Eddahibi, Saadia (7004141938); Flores, Sonia C. (7005423809); Grimminger, Friedrich (22734303600); Jones, Peter Lloyd (7408266693); Maitland, Michael L. (13409716000); Michelakis, Evangelos D. (7003621507); Morrell, Nicholas W. (7006109041); Newman, John H. (55628585352); Rabinovitch, Marlene (35404488900); Schermuly, Ralph (7003659711); Stenmark, Kurt R. (7006370544); Voelkel, Norbert F. (7102582773); Yuan, Jason X.-J. (7403401317); Humbert, Marc (55382766900)","7003614870; 7005610056; 7102961833; 7004141938; 7005423809; 22734303600; 7408266693; 13409716000; 7003621507; 7006109041; 55628585352; 35404488900; 7003659711; 7006370544; 7102582773; 7403401317; 55382766900","Inflammation, Growth Factors, and Pulmonary Vascular Remodeling","2009","Journal of the American College of Cardiology","54","1 SUPPL. 1","","S10","S19","9","615","10.1016/j.jacc.2009.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649844313&doi=10.1016%2fj.jacc.2009.04.006&partnerID=40&md5=d6d030c62ecf838889ad07c727e6905e","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-67649844313"
"Cottin V.; Le Pavec J.; Prévot G.; Mal H.; Humbert M.; Simonneau G.; Cordier J.-F.; Berezné A.; Coëtmeur D.; Danner-Boucher I.; Funke D.; Israel-Biet D.; Marchand E.; Mouthon L.","Cottin, V. (7004305225); Le Pavec, J. (23668178800); Prévot, G. (24802539800); Mal, H. (55676155800); Humbert, M. (55382766900); Simonneau, G. (57203200946); Cordier, J.-F. (24390441400); Berezné, A. (13607129800); Coëtmeur, D. (6603688179); Danner-Boucher, I. (35975849000); Funke, D. (57081374100); Israel-Biet, D. (7005834783); Marchand, E. (7007037653); Mouthon, L. (7005610056)","7004305225; 23668178800; 24802539800; 55676155800; 55382766900; 57203200946; 24390441400; 13607129800; 6603688179; 35975849000; 57081374100; 7005834783; 7007037653; 7005610056","Pulmonary hypertension in patients with combined pulmonary fibrosis and emphysema syndrome","2010","European Respiratory Journal","35","1","","105","111","6","405","10.1183/09031936.00038709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75149155845&doi=10.1183%2f09031936.00038709&partnerID=40&md5=2b97246307ac4263611ba4c043ce01bc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-75149155845"
"Lapa M.; Dias B.; Jardim C.; Fernandes C.J.C.; Dourado P.M.M.; Figueiredo M.; Farias A.; Tsutsui J.; Terra-Filho M.; Humbert M.; Souza R.","Lapa, Monica (14047049300); Dias, Bruno (24553710900); Jardim, Carlos (8703023000); Fernandes, Caio J. C. (35101756100); Dourado, Paulo M. M. (12791613200); Figueiredo, Magda (25631576400); Farias, Alberto (7003305316); Tsutsui, Jeane (7005849247); Terra-Filho, Mario (7003518690); Humbert, Marc (55382766900); Souza, Rogerio (8703023400)","14047049300; 24553710900; 8703023000; 35101756100; 12791613200; 25631576400; 7003305316; 7005849247; 7003518690; 55382766900; 8703023400","Cardiopulmonary manifestations of hepatosplenic schistosomiasis","2009","Circulation","119","11","","1518","1523","5","168","10.1161/CIRCULATIONAHA.108.803221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62549160153&doi=10.1161%2fCIRCULATIONAHA.108.803221&partnerID=40&md5=651f64ea33362dbafb25b59a7a620e34","Article","Final","","Scopus","2-s2.0-62549160153"
"Mercier O.; Sage E.; Izziki M.; Humbert M.; Dartevelle P.; Eddahibi S.; Fadel E.","Mercier, Olaf (23971364900); Sage, Edouard (23981120000); Izziki, Mohammed (26221327800); Humbert, Marc (55382766900); Dartevelle, Philippe (35460163100); Eddahibi, Saadia (7004141938); Fadel, Elie (7004922328)","23971364900; 23981120000; 26221327800; 55382766900; 35460163100; 7004141938; 7004922328","Endothelin A receptor blockade improves regression of flow-induced pulmonary vasculopathy in piglets","2010","Journal of Thoracic and Cardiovascular Surgery","140","3","","677","683","6","9","10.1016/j.jtcvs.2010.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955929080&doi=10.1016%2fj.jtcvs.2010.01.004&partnerID=40&md5=030a0fcdd73b110ce353d379365f083e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77955929080"
"Hachulla E.; Launay D.; Yaici A.; Berezne A.; de Groote P.; Sitbon O.; Mouthon L.; Guillevin L.; Hatron P.Y.; Simonneau G.; Clerson P.; Humbert M.; French PAH-SSc Network","Hachulla, Eric (35377410100); Launay, David (7003913326); Yaici, Azzedine (23669481000); Berezne, Alice (13607129800); de Groote, Pascal (7006255630); Sitbon, Olivier (55785611900); Mouthon, Luc (7005610056); Guillevin, Loïc (57203032265); Hatron, Pierre-Yves (7102017426); Simonneau, Gérald (57203200946); Clerson, Pierre (55883478200); Humbert, Marc (55382766900); French PAH-SSc Network (37015740300)","35377410100; 7003913326; 23669481000; 13607129800; 7006255630; 55785611900; 7005610056; 57203032265; 7102017426; 57203200946; 55883478200; 55382766900; 37015740300","Pulmonary arterial hypertension associated with systemic sclerosis in patients with functional class II dyspnoea: mild symptoms but severe outcome.","2010","Rheumatology (Oxford, England)","49","5","","940","944","4","57","10.1093/rheumatology/kep449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650072337&doi=10.1093%2frheumatology%2fkep449&partnerID=40&md5=0be70d0058fd9fe73783064615796ec8","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-78650072337"
"Peacock A.; Keogh A.; Humbert M.","Peacock, Andrew (57203048485); Keogh, Anne (7005724700); Humbert, Marc (55382766900)","57203048485; 7005724700; 55382766900","Endpoints in pulmonary arterial hypertension: The role of clinical worsening","2010","Current Opinion in Pulmonary Medicine","16","SUPPL. 1","","S1","S9","8","29","10.1097/01.mcp.0000370205.22885.98","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951054360&doi=10.1097%2f01.mcp.0000370205.22885.98&partnerID=40&md5=f41ba3ec3001365f3e0cdf57edb5b838","Review","Final","","Scopus","2-s2.0-77951054360"
"Sztrymf B.; Souza R.; Bertoletti L.; Jaïs X.; Sitbon O.; Price L.C.; Simonneau G.; Humbert M.","Sztrymf, B. (6508212379); Souza, R. (8703023400); Bertoletti, L. (57197026081); Jaïs, X. (8512908600); Sitbon, O. (55785611900); Price, L.C. (15019745300); Simonneau, G. (57203200946); Humbert, M. (55382766900)","6508212379; 8703023400; 57197026081; 8512908600; 55785611900; 15019745300; 57203200946; 55382766900","Prognostic factors of acute heart failure in patients with pulmonary arterial hypertension","2010","European Respiratory Journal","35","6","","1286","1293","7","224","10.1183/09031936.00070209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953520985&doi=10.1183%2f09031936.00070209&partnerID=40&md5=0a8390cc7866ff556ee3c7814849762e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77953520985"
"Humbert M.","Humbert, M. (55382766900)","55382766900","Introducing the new European Respiratory Review","2009","European Respiratory Journal","33","3","","466","467","1","6","10.1183/09031936.00001509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61649085324&doi=10.1183%2f09031936.00001509&partnerID=40&md5=f83c057ecaaa5eade095ddb0becf30d6","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-61649085324"
